video_path,label,method
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\039_058.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\465.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\130_139.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\903.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\057_070.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\126_104.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\988.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\240.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\682.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\799.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\924.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\152_149.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\DeepFakeDetection\02_07__walking_and_outside_surprised__1VMZUH1W.mp4,1,DeepFakeDetection
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\060_088.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\022.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Face2Face\089_065.mp4,1,Face2Face
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\532.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\223.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\493.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\597.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\562.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\011.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\898.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\NeuralTextures\113_983.mp4,1,NeuralTextures
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\643.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\777.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\508.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\047_862.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\142_138.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Face2Face\066_062.mp4,1,Face2Face
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\550.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\094_111.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\394.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\NeuralTextures\128_896.mp4,1,NeuralTextures
C:\Users\susov\Downloads\archive\FaceForensics++_C23\NeuralTextures\016_209.mp4,1,NeuralTextures
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\039_058.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\197.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Face2Face\047_862.mp4,1,Face2Face
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\102.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\NeuralTextures\105_180.mp4,1,NeuralTextures
C:\Users\susov\Downloads\archive\FaceForensics++_C23\DeepFakeDetection\02_09__walk_down_hall_angry__6KUOFMZW.mp4,1,DeepFakeDetection
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\895.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\969.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\NeuralTextures\118_120.mp4,1,NeuralTextures
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\076.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\120.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\273.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\855.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\235.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\029_048.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\167.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\NeuralTextures\067_025.mp4,1,NeuralTextures
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\998.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\959.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Face2Face\156_243.mp4,1,Face2Face
C:\Users\susov\Downloads\archive\FaceForensics++_C23\NeuralTextures\117_217.mp4,1,NeuralTextures
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\118.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\435.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\198.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\525.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\871.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\944.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\063_041.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\150_153.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\823.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\185.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\DeepFakeDetection\01_03__kitchen_pan__JZUXXFRB.mp4,1,DeepFakeDetection
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\625.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\437.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\038.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\060_088.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\148_133.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\032_944.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\943.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\475.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\670.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\280.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\126_104.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\948.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Face2Face\038_125.mp4,1,Face2Face
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\125_038.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\098_092.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\735.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\073.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\079_076.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\NeuralTextures\012_026.mp4,1,NeuralTextures
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Face2Face\147_055.mp4,1,Face2Face
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\317.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\392.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\797.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\423.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\603.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\DeepFakeDetection\02_15__walk_down_hall_angry__TN2CWM3K.mp4,1,DeepFakeDetection
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Face2Face\074_825.mp4,1,Face2Face
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\796.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\DeepFakeDetection\03_07__hugging_happy__BKLOCI1M.mp4,1,DeepFakeDetection
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\167_166.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\092_098.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\639.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\070_057.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\140_143.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Face2Face\136_285.mp4,1,Face2Face
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\016.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\036_035.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\767.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\754.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\NeuralTextures\091_116.mp4,1,NeuralTextures
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\112.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\276.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\051_332.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\NeuralTextures\156_243.mp4,1,NeuralTextures
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\531.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\452.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\095_053.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\021_312.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\194.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\NeuralTextures\115_939.mp4,1,NeuralTextures
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\612.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\DeepFakeDetection\03_09__secret_conversation__RCETIXYL.mp4,1,DeepFakeDetection
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\094.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\031_163.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\110_043.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\513.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\162_330.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\244.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\822.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\067_025.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\DeepFakeDetection\02_07__walking_down_street_outside_angry__O4SXNLRL.mp4,1,DeepFakeDetection
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\326.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Face2Face\044_945.mp4,1,Face2Face
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\030_193.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\139.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Face2Face\148_133.mp4,1,Face2Face
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\117_217.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\112_892.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\141.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\123.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\037_072.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\043_110.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\NeuralTextures\077_100.mp4,1,NeuralTextures
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\103_082.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\979.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Face2Face\137_165.mp4,1,Face2Face
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\226.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\798.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\NeuralTextures\153_150.mp4,1,NeuralTextures
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\031_163.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\066_062.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\103_082.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\092_098.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\829.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\325.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\583.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\144_122.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\936.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\024.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\143_140.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\286.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\545.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\122_144.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\007_132.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\006.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Face2Face\002_006.mp4,1,Face2Face
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\005_010.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\148_133.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\843.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\049_946.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\068_028.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\129_127.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Face2Face\160_928.mp4,1,Face2Face
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\704.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\229.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\081_087.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\DeepFakeDetection\03_14__meeting_serious__PLCQJM81.mp4,1,DeepFakeDetection
C:\Users\susov\Downloads\archive\FaceForensics++_C23\DeepFakeDetection\02_21__talking_angry_couch__Z0XHPQAR.mp4,1,DeepFakeDetection
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\024_073.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\158_379.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\DeepFakeDetection\03_13__kitchen_pan__GBYWJW06.mp4,1,DeepFakeDetection
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\053_095.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\115_939.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\DeepFakeDetection\03_07__walking_down_indoor_hall_disgust__PWXXULHR.mp4,1,DeepFakeDetection
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\918.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\132_007.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Face2Face\103_082.mp4,1,Face2Face
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\458.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\678.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\106_198.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\202.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\NeuralTextures\085_124.mp4,1,NeuralTextures
C:\Users\susov\Downloads\archive\FaceForensics++_C23\NeuralTextures\143_140.mp4,1,NeuralTextures
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\144_122.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\820.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\045_889.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Face2Face\055_147.mp4,1,Face2Face
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Face2Face\085_124.mp4,1,Face2Face
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\105.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\051_332.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Face2Face\012_026.mp4,1,Face2Face
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\103_082.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\NeuralTextures\044_945.mp4,1,NeuralTextures
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\381.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Face2Face\065_089.mp4,1,Face2Face
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\590.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\064_991.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\035_036.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\047_862.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\901.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\862.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\044_945.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\NeuralTextures\103_082.mp4,1,NeuralTextures
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\049.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\694.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\119_123.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\127_129.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\783.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\768.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\172.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\098_092.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\845.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Face2Face\032_944.mp4,1,Face2Face
C:\Users\susov\Downloads\archive\FaceForensics++_C23\NeuralTextures\070_057.mp4,1,NeuralTextures
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\121.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\074_825.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\NeuralTextures\042_084.mp4,1,NeuralTextures
C:\Users\susov\Downloads\archive\FaceForensics++_C23\NeuralTextures\130_139.mp4,1,NeuralTextures
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\480.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Face2Face\062_066.mp4,1,Face2Face
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\473.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\658.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\676.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\DeepFakeDetection\03_01__meeting_serious__JZUXXFRB.mp4,1,DeepFakeDetection
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\648.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\672.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\062_066.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\NeuralTextures\145_299.mp4,1,NeuralTextures
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\866.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\359.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\DeepFakeDetection\03_09__outside_talking_still_laughing__RCETIXYL.mp4,1,DeepFakeDetection
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\396.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\DeepFakeDetection\02_03__walking_down_street_outside_angry__QH3Y0IG0.mp4,1,DeepFakeDetection
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\357.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\104_126.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\608.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\218.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\255.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Face2Face\019_018.mp4,1,Face2Face
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\828.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\703.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\327.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\037_072.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\045.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\DeepFakeDetection\02_06__walking_down_indoor_hall_disgust__U6MDWIHG.mp4,1,DeepFakeDetection
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\126.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\310.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\938.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\527.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\941.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\842.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\041.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Face2Face\121_093.mp4,1,Face2Face
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\163_031.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\091_116.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Face2Face\159_175.mp4,1,Face2Face
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\947.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\108.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\814.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\000.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\NeuralTextures\159_175.mp4,1,NeuralTextures
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\501.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\336.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Face2Face\073_024.mp4,1,Face2Face
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\123_119.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\847.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\010_005.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\986.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\183.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\685.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\NeuralTextures\039_058.mp4,1,NeuralTextures
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\132.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\514.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\048_029.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\134_192.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\064.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\506.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\478.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\732.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\059_050.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\953.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\702.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\042_084.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\017_803.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Face2Face\138_142.mp4,1,Face2Face
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\014.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\489.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\220.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\DeepFakeDetection\02_15__walking_and_outside_surprised__HTG660F8.mp4,1,DeepFakeDetection
